t,DIR,BAT,EX1,EX2
17.419095039367676,"(316.0, 2517.078929424286)","(595.0, 2517.078929424286)","(714.0, 2517.0553719997406)","(767.0, 2517.0553719997406)"
17.454102754592896,"(295.0, 2517.108940601349)","(592.0, 2517.108940601349)","(749.0, 2517.1119513511658)","(813.0, 2517.1119513511658)"
17.482112407684326,"(387.0, 2517.141945362091)","(600.0, 2517.141945362091)","(756.0, 2517.141945362091)","(830.0, 2517.141945362091)"
17.508683443069458,"(320.0, 2517.165518283844)","(601.0, 2517.165518283844)","(761.0, 2517.165518283844)","(821.0, 2517.165518283844)"
17.558679342269897,"(281.0, 2517.217520236969)","(558.0, 2517.217520236969)","(727.0, 2517.217520236969)","(790.0, 2517.217520236969)"
17.599688291549683,"(286.0, 2517.2595298290253)","(576.0, 2517.2595298290253)","(727.0, 2517.2595298290253)","(789.0, 2517.2595298290253)"
17.65227746963501,"(305.0, 2517.3091354370117)","(579.0, 2517.3091354370117)","(731.0, 2517.310113430023)","(788.0, 2517.310113430023)"
17.68527889251709,"(378.0, 2517.3441123962402)","(662.0, 2517.345095872879)","(755.0, 2517.345095872879)","(811.0, 2517.345095872879)"
17.709813356399536,"(320.0, 2517.3696296215057)","(599.0, 2517.3696296215057)","(746.0, 2517.3686277866364)","(797.0, 2517.3686277866364)"
17.74281358718872,"(364.0, 2517.400628089905)","(656.0, 2517.4016287326813)","(739.0, 2517.4016287326813)","(812.0, 2517.4016287326813)"
17.785810947418213,"(370.0, 2517.444649219513)","(651.0, 2517.444649219513)","(731.0, 2517.444649219513)","(788.0, 2517.445646047592)"
17.82227635383606,"(336.0, 2517.481110572815)","(610.0, 2517.481110572815)","(763.0, 2517.481110572815)","(814.0, 2517.481110572815)"
17.87227511405945,"(265.0, 2517.5311093330383)","(532.0, 2517.5311093330383)","(679.0, 2517.5311093330383)","(735.0, 2517.5311093330383)"
17.909141540527344,"(296.0, 2517.5668652057648)","(572.0, 2517.5668652057648)","(767.0, 2517.5668652057648)","(816.0, 2517.5668652057648)"
17.959126710891724,"(305.0, 2517.6159801483154)","(585.0, 2517.6159801483154)","(732.0, 2517.6159801483154)","(787.0, 2517.6159801483154)"
17.999146938323975,"(309.0, 2517.657980442047)","(592.0, 2517.657980442047)","(738.0, 2517.657980442047)","(785.0, 2517.657980442047)"
18.04486656188965,"(336.0, 2517.7027032375336)","(618.0, 2517.7027032375336)","(779.0, 2517.7027032375336)","(778.0, 2517.7027032375336)"
18.104501962661743,"(320.0, 2517.759706735611)","(599.0, 2517.759706735611)","(697.0, 2517.759706735611)","(735.0, 2517.759706735611)"
18.151490211486816,"(297.0, 2517.809319972992)","(571.0, 2517.809319972992)","(719.0, 2517.809319972992)","(781.0, 2517.809319972992)"
18.194530725479126,"(312.0, 2517.8523683547974)","(586.0, 2517.8523683547974)","(735.0, 2517.8523683547974)","(801.0, 2517.8523683547974)"
18.240081548690796,"(364.0, 2517.8939278125763)","(652.0, 2517.8939278125763)","(737.0, 2517.8939278125763)","(796.0, 2517.8939278125763)"
18.282094955444336,"(373.0, 2517.940937757492)","(672.0, 2517.940937757492)","(758.0, 2517.9419281482697)","(826.0, 2517.9419281482697)"
18.361621379852295,"(320.0, 2518.0184512138367)","(596.0, 2518.0184512138367)","(750.0, 2518.0184512138367)","(814.0, 2518.0184512138367)"
18.401639699935913,"(302.0, 2518.0594742298126)","(592.0, 2518.0604729652405)","(763.0, 2518.0594742298126)","(816.0, 2518.0594742298126)"
18.47320532798767,"(353.0, 2518.132038116455)","(635.0, 2518.132038116455)","(802.0, 2518.132038116455)","(790.0, 2518.132038116455)"
18.508824348449707,"(334.0, 2518.1686596870422)","(623.0, 2518.1686596870422)","(716.0, 2518.1676573753357)","(767.0, 2518.1676573753357)"
18.55881357192993,"(277.0, 2518.2156426906586)","(558.0, 2518.2156426906586)","(719.0, 2518.2156426906586)","(780.0, 2518.216642856598)"
18.597829818725586,"(301.0, 2518.2556631565094)","(589.0, 2518.2556631565094)","(738.0, 2518.2546470165253)","(794.0, 2518.2546470165253)"
18.642396211624146,"(320.0, 2518.3002145290375)","(598.0, 2518.3002145290375)","(767.0, 2518.3002145290375)","(824.0, 2518.301249742508)"
18.683398008346558,"(294.0, 2518.3412322998047)","(587.0, 2518.3412322998047)","(749.0, 2518.342213869095)","(810.0, 2518.342213869095)"
18.715932846069336,"(330.0, 2518.3747668266296)","(610.0, 2518.3747668266296)","(765.0, 2518.3747668266296)","(827.0, 2518.3757495880127)"
18.770934581756592,"(364.0, 2518.4307680130005)","(649.0, 2518.4307680130005)","(722.0, 2518.4307680130005)","(767.0, 2518.4307680130005)"
18.805532693862915,"(309.0, 2518.4653425216675)","(597.0, 2518.4653425216675)","(731.0, 2518.464798927307)","(786.0, 2518.464798927307)"
18.875532627105713,"(324.0, 2518.5333530902863)","(602.0, 2518.5333530902863)","(753.0, 2518.5333530902863)","(798.0, 2518.5343899726868)"
18.930052042007446,"(328.0, 2518.5878808498383)","(603.0, 2518.5878808498383)","(764.0, 2518.5878808498383)","(815.0, 2518.5878808498383)"
18.98305630683899,"(311.0, 2518.641888141632)","(608.0, 2518.641888141632)","(763.0, 2518.641888141632)","(828.0, 2518.641888141632)"
19.031414270401,"(358.0, 2518.6892490386963)","(651.0, 2518.6892490386963)","(734.0, 2518.6902475357056)","(804.0, 2518.6902475357056)"
19.097418785095215,"(282.0, 2518.7562522888184)","(558.0, 2518.7562522888184)","(779.0, 2518.7562522888184)","(759.0, 2518.7562522888184)"
19.140965223312378,"(304.0, 2518.7998156547546)","(586.0, 2518.7998156547546)","(747.0, 2518.7998156547546)","(810.0, 2518.7998156547546)"
19.187981128692627,"(326.0, 2518.846816778183)","(625.0, 2518.846816778183)","(788.0, 2518.846816778183)","(770.0, 2518.846816778183)"
19.264567852020264,"(323.0, 2518.9203968048096)","(599.0, 2518.9203968048096)","(767.0, 2518.92338848114)","(829.0, 2518.92338848114)"
19.323242664337158,"(330.0, 2518.980075597763)","(614.0, 2518.980075597763)","(791.0, 2518.980075597763)","(781.0, 2518.981076478958)"
19.38625168800354,"(278.0, 2519.0440633296967)","(571.0, 2519.0440633296967)","(729.0, 2519.0440633296967)","(781.0, 2519.045062303543)"
19.4197998046875,"(380.0, 2519.07861828804)","(671.0, 2519.0796501636505)","(773.0, 2519.0796501636505)","(775.0, 2519.0796501636505)"
19.49079132080078,"(291.0, 2519.1476390361786)","(569.0, 2519.148633480072)","(731.0, 2519.1476390361786)","(790.0, 2519.1476390361786)"
19.537830114364624,"(306.0, 2519.193676710129)","(591.0, 2519.1946778297424)","(761.0, 2519.1946778297424)","(815.0, 2519.1946778297424)"
19.623388290405273,"(360.0, 2519.279229402542)","(641.0, 2519.2802288532257)","(723.0, 2519.2802288532257)","(796.0, 2519.2802288532257)"
19.683379411697388,"(306.0, 2519.3412277698517)","(589.0, 2519.3412277698517)","(747.0, 2519.342230796814)","(801.0, 2519.342230796814)"
19.731935262680054,"(288.0, 2519.3877742290497)","(570.0, 2519.3877742290497)","(721.0, 2519.3907713890076)","(766.0, 2519.3907713890076)"
19.78192162513733,"(308.0, 2519.4407527446747)","(596.0, 2519.4407527446747)","(751.0, 2519.4407527446747)","(818.0, 2519.4407527446747)"
19.863456964492798,"(357.0, 2519.5212893486023)","(645.0, 2519.5212893486023)","(730.0, 2519.5212893486023)","(786.0, 2519.5222742557526)"
19.92367124557495,"(375.0, 2519.5824987888336)","(675.0, 2519.5824987888336)","(759.0, 2519.5824987888336)","(831.0, 2519.5824987888336)"
19.985665798187256,"(296.0, 2519.6425018310547)","(568.0, 2519.6425018310547)","(741.0, 2519.6415042877197)","(795.0, 2519.6425018310547)"
20.037063598632812,"(290.0, 2519.694899082184)","(567.0, 2519.694899082184)","(726.0, 2519.694899082184)","(784.0, 2519.694899082184)"
20.09036421775818,"(309.0, 2519.7491657733917)","(596.0, 2519.7491657733917)","(761.0, 2519.7481667995453)","(806.0, 2519.7481667995453)"
20.129249334335327,"(274.0, 2519.7870814800262)","(549.0, 2519.7870814800262)","(708.0, 2519.7870814800262)","(754.0, 2519.7870814800262)"
20.190290451049805,"(332.0, 2519.8470962047577)","(611.0, 2519.8470962047577)","(707.0, 2519.8470962047577)","(751.0, 2519.8470962047577)"
20.248995780944824,"(297.0, 2519.903830051422)","(570.0, 2519.903830051422)","(722.0, 2519.9048278331757)","(766.0, 2519.9048278331757)"
20.287994146347046,"(318.0, 2519.9468121528625)","(605.0, 2519.9468121528625)","(703.0, 2519.9458289146423)","(764.0, 2519.9458289146423)"
20.32958984375,"(307.0, 2519.9844098091125)","(591.0, 2519.985422849655)","(765.0, 2519.985422849655)","(821.0, 2519.985422849655)"
20.38063955307007,"(271.0, 2520.039473056793)","(558.0, 2520.040472507477)","(719.0, 2520.039473056793)","(778.0, 2520.039473056793)"
20.415175437927246,"(345.0, 2520.074004173279)","(623.0, 2520.074004173279)","(797.0, 2520.074004173279)","(795.0, 2520.074004173279)"
20.4661762714386,"(298.0, 2520.122012615204)","(575.0, 2520.122012615204)","(741.0, 2520.1250088214874)","(804.0, 2520.1250088214874)"
20.501181602478027,"(359.0, 2520.160019636154)","(658.0, 2520.160019636154)","(742.0, 2520.160019636154)","(818.0, 2520.160019636154)"
20.54775905609131,"(307.0, 2520.2025742530823)","(589.0, 2520.2025742530823)","(756.0, 2520.2025742530823)","(816.0, 2520.2025742530823)"
20.59702754020691,"(374.0, 2520.2558631896973)","(666.0, 2520.2558631896973)","(743.0, 2520.2558631896973)","(806.0, 2520.2558631896973)"
20.646646976470947,"(298.0, 2520.302476167679)","(581.0, 2520.302476167679)","(742.0, 2520.3034749031067)","(810.0, 2520.3034749031067)"
20.692649126052856,"(324.0, 2520.3504917621613)","(601.0, 2520.3504917621613)","(750.0, 2520.351491212845)","(813.0, 2520.351491212845)"
20.74316143989563,"(329.0, 2520.4010107517242)","(607.0, 2520.4010107517242)","(779.0, 2520.4010107517242)","(758.0, 2520.4010107517242)"
20.79118847846985,"(382.0, 2520.4489934444427)","(675.0, 2520.4489934444427)","(756.0, 2520.4499938488007)","(806.0, 2520.4509937763214)"
20.82874035835266,"(323.0, 2520.4865775108337)","(609.0, 2520.4865775108337)","(770.0, 2520.4865775108337)","(748.0, 2520.4865775108337)"
20.866740226745605,"(295.0, 2520.526555776596)","(595.0, 2520.526555776596)","(759.0, 2520.526555776596)","(829.0, 2520.526555776596)"
20.89174723625183,"(345.0, 2520.5515558719635)","(624.0, 2520.5515558719635)","(779.0, 2520.5515558719635)","(761.0, 2520.5515558719635)"
20.94276475906372,"(296.0, 2520.601598262787)","(571.0, 2520.601598262787)","(730.0, 2520.601598262787)","(792.0, 2520.601598262787)"
20.98876428604126,"(363.0, 2520.645583152771)","(641.0, 2520.645583152771)","(710.0, 2520.6486008167267)","(764.0, 2520.6486008167267)"
21.03601622581482,"(300.0, 2520.694844722748)","(582.0, 2520.694844722748)","(749.0, 2520.694844722748)","(820.0, 2520.694844722748)"
21.072991371154785,"(340.0, 2520.731841802597)","(635.0, 2520.731841802597)","(761.0, 2520.731841802597)","(822.0, 2520.731841802597)"
21.097012758255005,"(344.0, 2520.7568283081055)","(622.0, 2520.7568283081055)","(796.0, 2520.7568283081055)","(774.0, 2520.7568283081055)"
21.12113118171692,"(294.0, 2520.780964612961)","(590.0, 2520.780964612961)","(765.0, 2520.780964612961)","(834.0, 2520.780964612961)"
21.155131816864014,"(352.0, 2520.81396651268)","(627.0, 2520.81396651268)","(786.0, 2520.81396651268)","(765.0, 2520.81396651268)"
21.181132078170776,"(279.0, 2520.840964078903)","(570.0, 2520.840964078903)","(795.0, 2520.840964078903)","(777.0, 2520.840964078903)"
21.20515727996826,"(317.0, 2520.864992380142)","(598.0, 2520.864992380142)","(759.0, 2520.864992380142)","(820.0, 2520.864992380142)"
21.25773286819458,"(303.0, 2520.91756606102)","(599.0, 2520.91756606102)","(772.0, 2520.91756606102)","(764.0, 2520.91756606102)"
21.298739910125732,"(313.0, 2520.958555459976)","(590.0, 2520.958555459976)","(759.0, 2520.959575176239)","(820.0, 2520.959575176239)"
21.32226800918579,"(308.0, 2520.9811017513275)","(591.0, 2520.9821050167084)","(762.0, 2520.9821050167084)","(824.0, 2520.9821050167084)"
21.35725164413452,"(284.0, 2521.016104221344)","(569.0, 2521.016104221344)","(721.0, 2521.016104221344)","(772.0, 2521.016104221344)"
21.384268045425415,"(347.0, 2521.041083097458)","(632.0, 2521.042100906372)","(790.0, 2521.044103384018)","(784.0, 2521.044103384018)"
21.407814502716064,"(336.0, 2521.0671305656433)","(611.0, 2521.0671305656433)","(772.0, 2521.0671305656433)","(763.0, 2521.0671305656433)"
21.46083354949951,"(272.0, 2521.118652820587)","(542.0, 2521.1196501255035)","(707.0, 2521.1196501255035)","(758.0, 2521.1196501255035)"
21.49981713294983,"(352.0, 2521.1596672534943)","(632.0, 2521.1596672534943)","(791.0, 2521.1596672534943)","(796.0, 2521.1596672534943)"
21.52736735343933,"(315.0, 2521.184181690216)","(591.0, 2521.184181690216)","(759.0, 2521.1861782073975)","(828.0, 2521.1861782073975)"
21.557347536087036,"(297.0, 2521.217179775238)","(578.0, 2521.217179775238)","(725.0, 2521.217179775238)","(788.0, 2521.217179775238)"
21.582347631454468,"(361.0, 2521.242196083069)","(642.0, 2521.242196083069)","(719.0, 2521.242196083069)","(788.0, 2521.242196083069)"
21.62688946723938,"(324.0, 2521.284716129303)","(611.0, 2521.284716129303)","(767.0, 2521.285715818405)","(838.0, 2521.285715818405)"
21.67090129852295,"(285.0, 2521.3307359218597)","(574.0, 2521.3307359218597)","(770.0, 2521.3307359218597)","(755.0, 2521.3307359218597)"
21.696905851364136,"(314.0, 2521.3567378520966)","(588.0, 2521.3567378520966)","(743.0, 2521.3567378520966)","(814.0, 2521.3567378520966)"
21.743420362472534,"(365.0, 2521.4032707214355)","(658.0, 2521.4032707214355)","(739.0, 2521.4032707214355)","(796.0, 2521.4032707214355)"
21.785438776016235,"(358.0, 2521.4442706108093)","(660.0, 2521.4442706108093)","(751.0, 2521.4442706108093)","(831.0, 2521.4452583789825)"
21.831018686294556,"(274.0, 2521.4898505210876)","(552.0, 2521.4898505210876)","(695.0, 2521.4898505210876)","(749.0, 2521.4898505210876)"
21.874037981033325,"(289.0, 2521.5328488349915)","(563.0, 2521.5328488349915)","(675.0, 2521.5328488349915)","(718.0, 2521.5328488349915)"
21.905021905899048,"(380.0, 2521.5638556480408)","(673.0, 2521.5638556480408)","(756.0, 2521.5638556480408)","(822.0, 2521.5638556480408)"
21.940545082092285,"(340.0, 2521.593388080597)","(629.0, 2521.593388080597)","(801.0, 2521.596371650696)","(794.0, 2521.596371650696)"
21.978536128997803,"(356.0, 2521.6363775730133)","(643.0, 2521.6363775730133)","(725.0, 2521.6383697986603)","(792.0, 2521.6383697986603)"
22.00706386566162,"(272.0, 2521.6633734703064)","(545.0, 2521.6633734703064)","(683.0, 2521.6663913726807)","(728.0, 2521.6663913726807)"
22.03807759284973,"(309.0, 2521.6969158649445)","(596.0, 2521.6979279518127)","(753.0, 2521.6979279518127)","(812.0, 2521.6979279518127)"
22.073076486587524,"(283.0, 2521.731931447983)","(555.0, 2521.731931447983)","(716.0, 2521.731931447983)","(767.0, 2521.731931447983)"
22.099093198776245,"(363.0, 2521.7589240074158)","(655.0, 2521.7589240074158)","(748.0, 2521.7589240074158)","(807.0, 2521.7589240074158)"
22.122647047042847,"(291.0, 2521.782481908798)","(568.0, 2521.782481908798)","(706.0, 2521.782481908798)","(752.0, 2521.782481908798)"
22.156662940979004,"(305.0, 2521.8164994716644)","(585.0, 2521.8164994716644)","(734.0, 2521.8164994716644)","(796.0, 2521.8164994716644)"
22.18364691734314,"(332.0, 2521.8434801101685)","(618.0, 2521.8434801101685)","(779.0, 2521.8434801101685)","(770.0, 2521.8434801101685)"
22.22924828529358,"(308.0, 2521.8880848884583)","(590.0, 2521.8880848884583)","(758.0, 2521.8880848884583)","(817.0, 2521.8880848884583)"
22.277234077453613,"(348.0, 2521.933100938797)","(631.0, 2521.933100938797)","(803.0, 2521.9350814819336)","(781.0, 2521.936071872711)"
22.321449041366577,"(328.0, 2521.9812841415405)","(600.0, 2521.9812841415405)","(751.0, 2521.9812841415405)","(804.0, 2521.9812841415405)"
22.360431432724,"(290.0, 2522.0172865390778)","(564.0, 2522.0172865390778)","(730.0, 2522.0162987709045)","(780.0, 2522.0162987709045)"
22.388433933258057,"(349.0, 2522.047268152237)","(641.0, 2522.047268152237)","(719.0, 2522.0482931137085)","(798.0, 2522.0482931137085)"
22.4119873046875,"(292.0, 2522.070838689804)","(576.0, 2522.070838689804)","(719.0, 2522.07182097435)","(785.0, 2522.07182097435)"
22.44501304626465,"(286.0, 2522.1038208007812)","(571.0, 2522.1038208007812)","(722.0, 2522.1048395633698)","(774.0, 2522.1048395633698)"
22.474003553390503,"(358.0, 2522.1338379383087)","(648.0, 2522.1338379383087)","(719.0, 2522.1338379383087)","(781.0, 2522.1338379383087)"
22.501807928085327,"(274.0, 2522.1586213111877)","(548.0, 2522.1596388816833)","(699.0, 2522.161623954773)","(754.0, 2522.161623954773)"
22.525362014770508,"(282.0, 2522.184175491333)","(559.0, 2522.184175491333)","(716.0, 2522.18519616127)","(772.0, 2522.18519616127)"
22.558361768722534,"(276.0, 2522.21719622612)","(557.0, 2522.2181923389435)","(753.0, 2522.21719622612)","(811.0, 2522.21719622612)"
22.60336470603943,"(300.0, 2522.263200044632)","(584.0, 2522.263200044632)","(735.0, 2522.263200044632)","(810.0, 2522.263200044632)"
22.633911609649658,"(330.0, 2522.2927434444427)","(608.0, 2522.2927434444427)","(760.0, 2522.2927434444427)","(808.0, 2522.2927434444427)"
22.671887159347534,"(360.0, 2522.327728033066)","(640.0, 2522.328722715378)","(715.0, 2522.3317334651947)","(778.0, 2522.3317334651947)"
22.69491147994995,"(317.0, 2522.3547196388245)","(600.0, 2522.3547196388245)","(746.0, 2522.3547196388245)","(796.0, 2522.3547196388245)"
22.71892762184143,"(306.0, 2522.3787648677826)","(584.0, 2522.3787648677826)","(732.0, 2522.3787648677826)","(797.0, 2522.3787648677826)"
22.753939628601074,"(275.0, 2522.411767721176)","(559.0, 2522.411767721176)","(730.0, 2522.411767721176)","(786.0, 2522.411767721176)"
22.784944772720337,"(320.0, 2522.4407782554626)","(589.0, 2522.4407782554626)","(747.0, 2522.4437758922577)","(796.0, 2522.4437758922577)"
22.831013679504395,"(312.0, 2522.4908459186554)","(576.0, 2522.4908459186554)","(716.0, 2522.4908459186554)","(764.0, 2522.4908459186554)"
22.890992164611816,"(357.0, 2522.5508248806)","(645.0, 2522.5508248806)","(731.0, 2522.5508248806)","(788.0, 2522.5508248806)"
22.943853616714478,"(332.0, 2522.6036851406097)","(625.0, 2522.6036851406097)","(779.0, 2522.6036851406097)","(760.0, 2522.6036851406097)"
22.98485279083252,"(334.0, 2522.64467048645)","(621.0, 2522.64467048645)","(787.0, 2522.64467048645)","(766.0, 2522.64467048645)"
23.03144097328186,"(318.0, 2522.690274953842)","(604.0, 2522.690274953842)","(761.0, 2522.690274953842)","(807.0, 2522.690274953842)"
23.088443279266357,"(363.0, 2522.747278213501)","(649.0, 2522.747278213501)","(729.0, 2522.748274087906)","(790.0, 2522.748274087906)"
23.11400032043457,"(278.0, 2522.7738144397736)","(570.0, 2522.7738144397736)","(716.0, 2522.7738144397736)","(776.0, 2522.7738144397736)"
23.143982887268066,"(299.0, 2522.8038330078125)","(580.0, 2522.8038330078125)","(739.0, 2522.8038330078125)","(804.0, 2522.8038330078125)"
23.17199993133545,"(331.0, 2522.831818819046)","(607.0, 2522.831818819046)","(776.0, 2522.831818819046)","(752.0, 2522.831818819046)"
23.215068101882935,"(292.0, 2522.8749005794525)","(572.0, 2522.8749005794525)","(731.0, 2522.8749005794525)","(789.0, 2522.8749005794525)"
23.258068084716797,"(279.0, 2522.9169085025787)","(569.0, 2522.9169085025787)","(723.0, 2522.9159078598022)","(783.0, 2522.9159078598022)"
23.283058643341064,"(345.0, 2522.9428911209106)","(623.0, 2522.9428911209106)","(798.0, 2522.9428911209106)","(795.0, 2522.9428911209106)"
23.30857753753662,"(277.0, 2522.966907262802)","(561.0, 2522.966907262802)","(713.0, 2522.967890024185)","(764.0, 2522.967890024185)"
23.336589097976685,"(280.0, 2522.99543094635)","(557.0, 2522.99543094635)","(711.0, 2522.99543094635)","(776.0, 2522.99543094635)"
23.370603561401367,"(353.0, 2523.029418706894)","(634.0, 2523.030435562134)","(797.0, 2523.030435562134)","(791.0, 2523.030435562134)"
23.395613193511963,"(302.0, 2523.0554444789886)","(592.0, 2523.0554444789886)","(741.0, 2523.0564634799957)","(805.0, 2523.0564634799957)"
23.444161653518677,"(272.0, 2523.1029930114746)","(545.0, 2523.1029930114746)","(693.0, 2523.1029930114746)","(750.0, 2523.1029930114746)"
23.485145568847656,"(339.0, 2523.1429767608643)","(626.0, 2523.1429767608643)","(788.0, 2523.1429767608643)","(783.0, 2523.1429767608643)"
23.5377836227417,"(294.0, 2523.190571784973)","(585.0, 2523.190571784973)","(733.0, 2523.193571805954)","(793.0, 2523.193571805954)"
23.569740772247314,"(310.0, 2523.229557275772)","(599.0, 2523.229557275772)","(769.0, 2523.229557275772)","(752.0, 2523.229557275772)"
23.595765352249146,"(324.0, 2523.2556006908417)","(605.0, 2523.2556006908417)","(770.0, 2523.2556006908417)","(734.0, 2523.2556006908417)"
23.620296955108643,"(350.0, 2523.279138803482)","(650.0, 2523.280130624771)","(735.0, 2523.280130624771)","(816.0, 2523.280130624771)"
23.652297019958496,"(285.0, 2523.311116218567)","(568.0, 2523.311116218567)","(723.0, 2523.3101308345795)","(775.0, 2523.311116218567)"
23.680295705795288,"(380.0, 2523.3391120433807)","(676.0, 2523.3391120433807)","(767.0, 2523.340130329132)","(856.0, 2523.340130329132)"
23.72087264060974,"(349.0, 2523.3807060718536)","(639.0, 2523.3807060718536)","(812.0, 2523.3807060718536)","(795.0, 2523.3807060718536)"
23.756874322891235,"(290.0, 2523.4157083034515)","(561.0, 2523.4157083034515)","(729.0, 2523.414708852768)","(772.0, 2523.414708852768)"
23.783853769302368,"(352.0, 2523.4426860809326)","(633.0, 2523.4426860809326)","(794.0, 2523.443710565567)","(789.0, 2523.443710565567)"
23.806900024414062,"(266.0, 2523.466714143753)","(542.0, 2523.466714143753)","(697.0, 2523.466714143753)","(732.0, 2523.466714143753)"
23.83746647834778,"(288.0, 2523.4963076114655)","(561.0, 2523.4963076114655)","(713.0, 2523.4972829818726)","(756.0, 2523.4972829818726)"
23.867467164993286,"(365.0, 2523.526300907135)","(664.0, 2523.526300907135)","(749.0, 2523.526300907135)","(829.0, 2523.526300907135)"
23.892451763153076,"(322.0, 2523.551285982132)","(605.0, 2523.551285982132)","(766.0, 2523.551285982132)","(828.0, 2523.551285982132)"
23.944000720977783,"(333.0, 2523.601819038391)","(625.0, 2523.601819038391)","(759.0, 2523.600820541382)","(820.0, 2523.600820541382)"
23.986986875534058,"(312.0, 2523.643817424774)","(585.0, 2523.644819021225)","(734.0, 2523.6468334198)","(798.0, 2523.6468334198)"
24.034531116485596,"(293.0, 2523.6923756599426)","(581.0, 2523.6923756599426)","(735.0, 2523.6923756599426)","(796.0, 2523.6923756599426)"
24.07152533531189,"(381.0, 2523.731358766556)","(685.0, 2523.731358766556)","(788.0, 2523.731358766556)","(779.0, 2523.731358766556)"
24.096556901931763,"(275.0, 2523.75638628006)","(559.0, 2523.75638628006)","(726.0, 2523.75638628006)","(777.0, 2523.75638628006)"
24.121089220046997,"(300.0, 2523.780923843384)","(577.0, 2523.780923843384)","(727.0, 2523.780923843384)","(798.0, 2523.780923843384)"
24.157089471817017,"(376.0, 2523.813946723938)","(659.0, 2523.813946723938)","(742.0, 2523.8169050216675)","(810.0, 2523.8169050216675)"
24.181072473526,"(342.0, 2523.840904712677)","(637.0, 2523.840904712677)","(807.0, 2523.840904712677)","(809.0, 2523.840904712677)"
24.223644495010376,"(339.0, 2523.882477045059)","(625.0, 2523.882477045059)","(785.0, 2523.882477045059)","(772.0, 2523.8834578990936)"
24.2596333026886,"(341.0, 2523.918473482132)","(631.0, 2523.918473482132)","(809.0, 2523.918473482132)","(791.0, 2523.918473482132)"
24.286643743515015,"(290.0, 2523.9454593658447)","(570.0, 2523.9454593658447)","(725.0, 2523.9454593658447)","(784.0, 2523.9454593658447)"
24.311959981918335,"(357.0, 2523.971795320511)","(645.0, 2523.971795320511)","(730.0, 2523.971795320511)","(778.0, 2523.971795320511)"
24.342960596084595,"(312.0, 2524.0028030872345)","(583.0, 2524.0028030872345)","(721.0, 2524.001785516739)","(767.0, 2524.001785516739)"
24.371960878372192,"(349.0, 2524.031794309616)","(640.0, 2524.031794309616)","(717.0, 2524.031794309616)","(788.0, 2524.031794309616)"
24.39796543121338,"(308.0, 2524.0577993392944)","(587.0, 2524.0577993392944)","(741.0, 2524.0577993392944)","(808.0, 2524.0577993392944)"
24.445518970489502,"(320.0, 2524.1053495407104)","(595.0, 2524.1053495407104)","(710.0, 2524.104375600815)","(776.0, 2524.1053495407104)"
24.486531019210815,"(317.0, 2524.146373987198)","(607.0, 2524.146373987198)","(782.0, 2524.146373987198)","(782.0, 2524.146373987198)"
24.53209686279297,"(342.0, 2524.1919100284576)","(641.0, 2524.1919100284576)","(725.0, 2524.1919100284576)","(784.0, 2524.1919100284576)"
24.57109546661377,"(311.0, 2524.2309424877167)","(602.0, 2524.2309424877167)","(759.0, 2524.2309424877167)","(814.0, 2524.2309424877167)"
24.597124576568604,"(324.0, 2524.2569584846497)","(613.0, 2524.2569584846497)","(779.0, 2524.2569584846497)","(776.0, 2524.2569584846497)"
24.62322688102722,"(321.0, 2524.2810730934143)","(601.0, 2524.2810730934143)","(759.0, 2524.28307390213)","(839.0, 2524.28307390213)"
24.658239603042603,"(346.0, 2524.317057132721)","(631.0, 2524.317057132721)","(814.0, 2524.317057132721)","(803.0, 2524.317057132721)"
24.68322515487671,"(288.0, 2524.3430726528168)","(568.0, 2524.3430726528168)","(713.0, 2524.3430726528168)","(774.0, 2524.3430726528168)"
24.73298406600952,"(310.0, 2524.3918318748474)","(614.0, 2524.3918318748474)","(788.0, 2524.3918318748474)","(782.0, 2524.3918318748474)"
24.773987770080566,"(342.0, 2524.432832479477)","(633.0, 2524.432832479477)","(789.0, 2524.432832479477)","(778.0, 2524.432832479477)"
24.809510469436646,"(329.0, 2524.4678432941437)","(602.0, 2524.4678432941437)","(754.0, 2524.4678432941437)","(803.0, 2524.4678432941437)"
24.86453890800476,"(352.0, 2524.52135515213)","(627.0, 2524.52135515213)","(786.0, 2524.523378133774)","(766.0, 2524.523378133774)"
24.90254235267639,"(292.0, 2524.561357498169)","(579.0, 2524.561357498169)","(731.0, 2524.561357498169)","(794.0, 2524.5623610019684)"
24.955095291137695,"(346.0, 2524.607946872711)","(627.0, 2524.607946872711)","(789.0, 2524.6089379787445)","(776.0, 2524.6089379787445)"
25.011670112609863,"(341.0, 2524.6699509620667)","(629.0, 2524.6699509620667)","(796.0, 2524.6699509620667)","(780.0, 2524.6714832782745)"
25.057669162750244,"(355.0, 2524.7155196666718)","(638.0, 2524.7155196666718)","(813.0, 2524.7155196666718)","(801.0, 2524.7155196666718)"
25.10571837425232,"(362.0, 2524.7646181583405)","(648.0, 2524.7646181583405)","(729.0, 2524.7646181583405)","(772.0, 2524.7646181583405)"
25.163453578948975,"(381.0, 2524.8202719688416)","(672.0, 2524.8202719688416)","(746.0, 2524.8202719688416)","(796.0, 2524.8212854862213)"
25.203442096710205,"(355.0, 2524.861272096634)","(640.0, 2524.861272096634)","(717.0, 2524.863271713257)","(784.0, 2524.863271713257)"
