t,DIR,BAT,EX1,EX2
33.01747441291809,"(307.0, 2532.675789833069)","(592.0, 2532.675789833069)","(739.0, 2532.675789833069)","(804.0, 2532.675789833069)"
33.068498849868774,"(327.0, 2532.7263329029083)","(621.0, 2532.7263329029083)","(789.0, 2532.728319168091)","(777.0, 2532.728319168091)"
33.11807370185852,"(294.0, 2532.776343345642)","(586.0, 2532.776343345642)","(735.0, 2532.776343345642)","(804.0, 2532.77734375)"
33.20309901237488,"(277.0, 2532.859904050827)","(565.0, 2532.859904050827)","(730.0, 2532.8609042167664)","(782.0, 2532.8609042167664)"
33.24784278869629,"(288.0, 2532.9056737422943)","(559.0, 2532.9066758155823)","(723.0, 2532.9066758155823)","(778.0, 2532.9066758155823)"
33.29083037376404,"(368.0, 2532.949657678604)","(647.0, 2532.949657678604)","(741.0, 2532.949657678604)","(804.0, 2532.949657678604)"
33.326366901397705,"(320.0, 2532.9851970672607)","(592.0, 2532.9851970672607)","(740.0, 2532.9851970672607)","(801.0, 2532.9851970672607)"
33.38637948036194,"(361.0, 2533.043213367462)","(647.0, 2533.043213367462)","(747.0, 2533.043213367462)","(820.0, 2533.043213367462)"
33.42856001853943,"(326.0, 2533.0873906612396)","(619.0, 2533.0873906612396)","(780.0, 2533.0873906612396)","(772.0, 2533.0873906612396)"
33.486576318740845,"(321.0, 2533.144390821457)","(595.0, 2533.144390821457)","(751.0, 2533.144390821457)","(827.0, 2533.144390821457)"
33.52619194984436,"(349.0, 2533.1850275993347)","(646.0, 2533.1850275993347)","(743.0, 2533.1860127449036)","(824.0, 2533.1860127449036)"
33.57719278335571,"(352.0, 2533.2360134124756)","(637.0, 2533.2360134124756)","(813.0, 2533.2360134124756)","(814.0, 2533.2370433807373)"
33.61420249938965,"(316.0, 2533.2730350494385)","(600.0, 2533.2730350494385)","(745.0, 2533.2730350494385)","(792.0, 2533.2730350494385)"
33.6937255859375,"(268.0, 2533.350546836853)","(542.0, 2533.350546836853)","(701.0, 2533.350546836853)","(748.0, 2533.351543188095)"
33.76150918006897,"(321.0, 2533.420345067978)","(599.0, 2533.420345067978)","(771.0, 2533.420345067978)","(764.0, 2533.420345067978)"
33.80453634262085,"(320.0, 2533.4623255729675)","(597.0, 2533.4623255729675)","(754.0, 2533.4633433818817)","(804.0, 2533.4633433818817)"
33.848098039627075,"(317.0, 2533.5059311389923)","(608.0, 2533.5059311389923)","(698.0, 2533.5049307346344)","(742.0, 2533.5049307346344)"
33.907092332839966,"(296.0, 2533.565936565399)","(566.0, 2533.565936565399)","(731.0, 2533.565936565399)","(781.0, 2533.565936565399)"
33.965667724609375,"(335.0, 2533.6245086193085)","(634.0, 2533.6245086193085)","(799.0, 2533.6245086193085)","(801.0, 2533.6245086193085)"
34.01924109458923,"(325.0, 2533.6775114536285)","(615.0, 2533.6775114536285)","(789.0, 2533.6775114536285)","(783.0, 2533.6775114536285)"
34.078226804733276,"(347.0, 2533.7350463867188)","(633.0, 2533.7350463867188)","(795.0, 2533.736051082611)","(788.0, 2533.736051082611)"
34.115217447280884,"(358.0, 2533.7740647792816)","(655.0, 2533.7740647792816)","(754.0, 2533.7740647792816)","(818.0, 2533.7740647792816)"
34.185800075531006,"(289.0, 2533.843616962433)","(565.0, 2533.843616962433)","(730.0, 2533.845623254776)","(782.0, 2533.845623254776)"
34.24754238128662,"(267.0, 2533.9043805599213)","(549.0, 2533.9055008888245)","(775.0, 2533.9033749103546)","(760.0, 2533.9043805599213)"
34.30270981788635,"(322.0, 2533.9613332748413)","(601.0, 2533.9613332748413)","(755.0, 2533.9613332748413)","(801.0, 2533.9623594284058)"
34.34692096710205,"(299.0, 2534.0044450759888)","(576.0, 2534.005444765091)","(723.0, 2534.0044450759888)","(778.0, 2534.0044450759888)"
34.39011240005493,"(290.0, 2534.0489587783813)","(571.0, 2534.0489587783813)","(731.0, 2534.0489587783813)","(788.0, 2534.0489587783813)"
34.42765951156616,"(272.0, 2534.086494207382)","(550.0, 2534.086494207382)","(710.0, 2534.086494207382)","(776.0, 2534.086494207382)"
34.47764706611633,"(333.0, 2534.1364772319794)","(626.0, 2534.1364772319794)","(791.0, 2534.1364772319794)","(781.0, 2534.1364772319794)"
34.52818155288696,"(289.0, 2534.1850142478943)","(573.0, 2534.1850142478943)","(735.0, 2534.186014652252)","(806.0, 2534.186014652252)"
34.610212087631226,"(320.0, 2534.2670454978943)","(594.0, 2534.2670454978943)","(750.0, 2534.269045114517)","(807.0, 2534.270046234131)"
34.669750452041626,"(346.0, 2534.324577331543)","(623.0, 2534.324577331543)","(795.0, 2534.3255772590637)","(778.0, 2534.32657790184)"
34.7107720375061,"(362.0, 2534.367607116699)","(642.0, 2534.367607116699)","(714.0, 2534.368592262268)","(759.0, 2534.368592262268)"
34.78315091133118,"(297.0, 2534.43989109993)","(583.0, 2534.43989109993)","(751.0, 2534.43989109993)","(826.0, 2534.43989109993)"
34.85218572616577,"(373.0, 2534.5090022087097)","(668.0, 2534.5090022087097)","(757.0, 2534.510002851486)","(809.0, 2534.510002851486)"
34.89918613433838,"(293.0, 2534.5580213069916)","(577.0, 2534.5590209960938)","(725.0, 2534.5590209960938)","(796.0, 2534.5590209960938)"
34.94225740432739,"(275.0, 2534.600102186203)","(561.0, 2534.600102186203)","(785.0, 2534.5990829467773)","(761.0, 2534.600102186203)"
34.98534560203552,"(326.0, 2534.645184993744)","(629.0, 2534.645184993744)","(799.0, 2534.645184993744)","(804.0, 2534.645184993744)"
35.0150306224823,"(330.0, 2534.673850297928)","(603.0, 2534.6748690605164)","(758.0, 2534.6748690605164)","(822.0, 2534.6748690605164)"
35.05158543586731,"(357.0, 2534.710417985916)","(646.0, 2534.710417985916)","(733.0, 2534.710417985916)","(788.0, 2534.710417985916)"
35.086585998535156,"(288.0, 2534.745420217514)","(564.0, 2534.745420217514)","(724.0, 2534.745420217514)","(782.0, 2534.746435880661)"
35.113587617874146,"(351.0, 2534.7724192142487)","(644.0, 2534.773441553116)","(722.0, 2534.773441553116)","(767.0, 2534.773441553116)"
35.14814901351929,"(330.0, 2534.8069841861725)","(609.0, 2534.8069841861725)","(763.0, 2534.8069841861725)","(820.0, 2534.8069841861725)"
35.199151039123535,"(277.0, 2534.857981443405)","(559.0, 2534.857981443405)","(725.0, 2534.858984231949)","(781.0, 2534.858984231949)"
35.23143148422241,"(316.0, 2534.891265153885)","(604.0, 2534.891265153885)","(713.0, 2534.89026427269)","(758.0, 2534.891265153885)"
35.265438079833984,"(354.0, 2534.92426776886)","(639.0, 2534.925272703171)","(819.0, 2534.925272703171)","(812.0, 2534.925272703171)"
35.312437772750854,"(317.0, 2534.971269607544)","(605.0, 2534.971269607544)","(771.0, 2534.971269607544)","(759.0, 2534.972269296646)"
35.363462686538696,"(339.0, 2535.022303342819)","(623.0, 2535.022303342819)","(799.0, 2535.022303342819)","(799.0, 2535.022303342819)"
35.392462491989136,"(277.0, 2535.051295518875)","(558.0, 2535.051295518875)","(721.0, 2535.051295518875)","(764.0, 2535.051295518875)"
35.44801425933838,"(339.0, 2535.103845834732)","(624.0, 2535.103845834732)","(781.0, 2535.104845762253)","(781.0, 2535.104845762253)"
35.48801326751709,"(280.0, 2535.147828102112)","(554.0, 2535.147828102112)","(701.0, 2535.147828102112)","(753.0, 2535.147828102112)"
35.5140163898468,"(279.0, 2535.1738379001617)","(571.0, 2535.1738379001617)","(729.0, 2535.1738379001617)","(770.0, 2535.1738379001617)"
35.572569370269775,"(294.0, 2535.2303972244263)","(579.0, 2535.2303972244263)","(729.0, 2535.2313957214355)","(777.0, 2535.2313957214355)"
35.60156440734863,"(330.0, 2535.259378671646)","(612.0, 2535.259378671646)","(777.0, 2535.259378671646)","(767.0, 2535.2603783607483)"
35.627639055252075,"(310.0, 2535.2864549160004)","(601.0, 2535.2864549160004)","(775.0, 2535.2864549160004)","(752.0, 2535.2864549160004)"
35.66264033317566,"(347.0, 2535.322475194931)","(635.0, 2535.322475194931)","(801.0, 2535.322475194931)","(795.0, 2535.322475194931)"
35.69062304496765,"(264.0, 2535.3504722118378)","(529.0, 2535.3504722118378)","(668.0, 2535.3504722118378)","(714.0, 2535.3504722118378)"
35.714643478393555,"(324.0, 2535.374477624893)","(606.0, 2535.374477624893)","(774.0, 2535.374477624893)","(748.0, 2535.374477624893)"
35.747209548950195,"(385.0, 2535.406027317047)","(592.0, 2535.406027317047)","(745.0, 2535.406027317047)","(804.0, 2535.406027317047)"
35.784210205078125,"(270.0, 2535.4410240650177)","(554.0, 2535.4410240650177)","(702.0, 2535.4440484046936)","(756.0, 2535.4440484046936)"
35.808237075805664,"(364.0, 2535.4670717716217)","(651.0, 2535.4670717716217)","(731.0, 2535.4680726528168)","(791.0, 2535.4680726528168)"
35.83680438995361,"(293.0, 2535.492615222931)","(574.0, 2535.492615222931)","(711.0, 2535.492615222931)","(767.0, 2535.492615222931)"
35.87582015991211,"(315.0, 2535.5346205234528)","(602.0, 2535.5346205234528)","(756.0, 2535.5346205234528)","(793.0, 2535.5346205234528)"
35.90180706977844,"(324.0, 2535.5616195201874)","(606.0, 2535.5616195201874)","(774.0, 2535.5616195201874)","(771.0, 2535.5616195201874)"
35.92790126800537,"(305.0, 2535.5867173671722)","(583.0, 2535.5877356529236)","(716.0, 2535.5867173671722)","(761.0, 2535.5867173671722)"
35.96290469169617,"(311.0, 2535.622721672058)","(599.0, 2535.622721672058)","(767.0, 2535.622721672058)","(838.0, 2535.622721672058)"
35.9959032535553,"(353.0, 2535.652724504471)","(635.0, 2535.652724504471)","(801.0, 2535.6557302474976)","(790.0, 2535.6557302474976)"
36.02407956123352,"(267.0, 2535.680762052536)","(541.0, 2535.6817722320557)","(739.0, 2535.680762052536)","(788.0, 2535.680762052536)"
36.063079833984375,"(367.0, 2535.7219138145447)","(665.0, 2535.7219138145447)","(741.0, 2535.7219138145447)","(805.0, 2535.72291636467)"
36.09409523010254,"(348.0, 2535.7519121170044)","(636.0, 2535.7519121170044)","(805.0, 2535.7549102306366)","(802.0, 2535.7549102306366)"
36.12326383590698,"(292.0, 2535.781915664673)","(572.0, 2535.781915664673)","(727.0, 2535.781915664673)","(792.0, 2535.781915664673)"
36.15825915336609,"(346.0, 2535.8161206245422)","(626.0, 2535.8161206245422)","(785.0, 2535.8161206245422)","(772.0, 2535.817110300064)"
36.19428086280823,"(360.0, 2535.8500912189484)","(641.0, 2535.8500912189484)","(721.0, 2535.853111743927)","(783.0, 2535.85409116745)"
36.22186803817749,"(272.0, 2535.880118370056)","(551.0, 2535.880118370056)","(713.0, 2535.880118370056)","(764.0, 2535.880118370056)"
36.25385236740112,"(336.0, 2535.9126884937286)","(617.0, 2535.9126884937286)","(781.0, 2535.9126884937286)","(770.0, 2535.9126884937286)"
36.2828528881073,"(309.0, 2535.9426834583282)","(604.0, 2535.9426834583282)","(763.0, 2535.9426834583282)","(825.0, 2535.9426834583282)"
36.30987548828125,"(294.0, 2535.9686982631683)","(588.0, 2535.9686982631683)","(753.0, 2535.9686982631683)","(805.0, 2535.9686982631683)"
36.33845090866089,"(388.0, 2535.9972500801086)","(602.0, 2535.9982500076294)","(762.0, 2535.9982500076294)","(811.0, 2535.9982500076294)"
36.37943387031555,"(320.0, 2536.0392684936523)","(595.0, 2536.0392684936523)","(753.0, 2536.0392684936523)","(798.0, 2536.0392684936523)"
36.40541982650757,"(294.0, 2536.0642528533936)","(591.0, 2536.0642528533936)","(759.0, 2536.065250635147)","(831.0, 2536.065250635147)"
36.45745491981506,"(337.0, 2536.1162872314453)","(611.0, 2536.1162872314453)","(767.0, 2536.1162872314453)","(831.0, 2536.1162872314453)"
36.49246907234192,"(347.0, 2536.1502854824066)","(631.0, 2536.151302099228)","(810.0, 2536.151302099228)","(790.0, 2536.151302099228)"
36.51847267150879,"(286.0, 2536.1762878894806)","(581.0, 2536.1762878894806)","(757.0, 2536.1762878894806)","(823.0, 2536.1762878894806)"
36.551629304885864,"(382.0, 2536.210466861725)","(681.0, 2536.210466861725)","(765.0, 2536.210466861725)","(837.0, 2536.210466861725)"
36.58461141586304,"(296.0, 2536.2424454689026)","(575.0, 2536.2424454689026)","(750.0, 2536.2424454689026)","(821.0, 2536.2424454689026)"
36.61163258552551,"(304.0, 2536.2714467048645)","(585.0, 2536.2714467048645)","(745.0, 2536.2714467048645)","(804.0, 2536.2714467048645)"
36.64795756340027,"(368.0, 2536.302771091461)","(648.0, 2536.302771091461)","(725.0, 2536.3057894706726)","(795.0, 2536.3057894706726)"
36.68195605278015,"(291.0, 2536.339770793915)","(576.0, 2536.339770793915)","(721.0, 2536.3407967090607)","(781.0, 2536.3407967090607)"
36.709980726242065,"(288.0, 2536.3698167800903)","(562.0, 2536.3698167800903)","(714.0, 2536.3698167800903)","(774.0, 2536.3698167800903)"
36.737204790115356,"(342.0, 2536.3960440158844)","(635.0, 2536.3960440158844)","(799.0, 2536.3960440158844)","(790.0, 2536.3960440158844)"
36.776214361190796,"(339.0, 2536.431022644043)","(632.0, 2536.431022644043)","(790.0, 2536.4340245723724)","(780.0, 2536.4340245723724)"
36.80420470237732,"(315.0, 2536.4630210399628)","(600.0, 2536.464036464691)","(756.0, 2536.464036464691)","(824.0, 2536.464036464691)"
36.83026647567749,"(325.0, 2536.489100456238)","(611.0, 2536.489100456238)","(767.0, 2536.490103006363)","(830.0, 2536.490103006363)"
36.86526584625244,"(304.0, 2536.5241100788116)","(581.0, 2536.5241100788116)","(746.0, 2536.5241100788116)","(809.0, 2536.5241100788116)"
36.894266843795776,"(343.0, 2536.5540840625763)","(640.0, 2536.5540840625763)","(714.0, 2536.5540840625763)","(772.0, 2536.5551002025604)"
36.9437620639801,"(358.0, 2536.6016240119934)","(655.0, 2536.6016240119934)","(751.0, 2536.6026117801666)","(826.0, 2536.6026117801666)"
36.987778186798096,"(370.0, 2536.647613286972)","(657.0, 2536.647613286972)","(739.0, 2536.647613286972)","(789.0, 2536.647613286972)"
37.03129172325134,"(321.0, 2536.6911249160767)","(593.0, 2536.6911249160767)","(741.0, 2536.6911249160767)","(799.0, 2536.6911249160767)"
37.07229423522949,"(320.0, 2536.7321240901947)","(594.0, 2536.7321240901947)","(747.0, 2536.7321240901947)","(809.0, 2536.7321240901947)"
37.09929084777832,"(285.0, 2536.759124279022)","(574.0, 2536.759124279022)","(745.0, 2536.759124279022)","(793.0, 2536.759124279022)"
37.12250328063965,"(304.0, 2536.7821502685547)","(579.0, 2536.7821502685547)","(745.0, 2536.759124279022)","(793.0, 2536.759124279022)"
37.15550422668457,"(320.0, 2536.813339948654)","(595.0, 2536.813339948654)","(751.0, 2536.815316438675)","(823.0, 2536.815316438675)"
37.18650245666504,"(355.0, 2536.8463184833527)","(641.0, 2536.8463184833527)","(718.0, 2536.8463184833527)","(794.0, 2536.8463184833527)"
37.211508989334106,"(302.0, 2536.8703434467316)","(591.0, 2536.8703434467316)","(729.0, 2536.8703434467316)","(778.0, 2536.8703434467316)"
37.26468229293823,"(291.0, 2536.923515558243)","(571.0, 2536.923515558243)","(729.0, 2536.923515558243)","(776.0, 2536.923515558243)"
37.30067849159241,"(274.0, 2536.960512638092)","(549.0, 2536.960512638092)","(709.0, 2536.960512638092)","(761.0, 2536.960512638092)"
37.35097360610962,"(389.0, 2537.0088081359863)","(605.0, 2537.0088081359863)","(771.0, 2537.0088081359863)","(762.0, 2537.0088081359863)"
37.38498783111572,"(351.0, 2537.0448229312897)","(648.0, 2537.0448229312897)","(723.0, 2537.0448229312897)","(780.0, 2537.045821428299)"
37.40899419784546,"(290.0, 2537.0688047409058)","(565.0, 2537.0688047409058)","(683.0, 2537.0688047409058)","(730.0, 2537.0688047409058)"
37.43503713607788,"(366.0, 2537.093847990036)","(664.0, 2537.093847990036)","(742.0, 2537.093847990036)","(810.0, 2537.093847990036)"
37.46903347969055,"(294.0, 2537.125866174698)","(583.0, 2537.1268677711487)","(742.0, 2537.1268677711487)","(798.0, 2537.1268677711487)"
37.495033264160156,"(299.0, 2537.1548659801483)","(580.0, 2537.1548659801483)","(739.0, 2537.1548659801483)","(786.0, 2537.1558668613434)"
37.53927564620972,"(371.0, 2537.1981177330017)","(664.0, 2537.199112176895)","(751.0, 2537.199112176895)","(842.0, 2537.199112176895)"
37.572274684906006,"(320.0, 2537.232102394104)","(596.0, 2537.232102394104)","(748.0, 2537.232102394104)","(805.0, 2537.232102394104)"
37.59727501869202,"(289.0, 2537.2571082115173)","(563.0, 2537.2571082115173)","(717.0, 2537.2571082115173)","(766.0, 2537.2571082115173)"
37.622292280197144,"(352.0, 2537.2821068763733)","(629.0, 2537.2821068763733)","(796.0, 2537.2821068763733)","(780.0, 2537.2821068763733)"
37.65351057052612,"(283.0, 2537.3123421669006)","(557.0, 2537.3123421669006)","(710.0, 2537.3123421669006)","(766.0, 2537.3123421669006)"
37.68152356147766,"(344.0, 2537.34135723114)","(619.0, 2537.34135723114)","(777.0, 2537.34135723114)","(756.0, 2537.34135723114)"
37.724891901016235,"(334.0, 2537.3833854198456)","(629.0, 2537.3833854198456)","(801.0, 2537.3833854198456)","(791.0, 2537.3833854198456)"
37.755895137786865,"(312.0, 2537.4147250652313)","(593.0, 2537.4147250652313)","(743.0, 2537.415721178055)","(805.0, 2537.415721178055)"
37.784907817840576,"(380.0, 2537.4437215328217)","(674.0, 2537.4437215328217)","(758.0, 2537.4437215328217)","(830.0, 2537.4437215328217)"
37.8088960647583,"(331.0, 2537.4677228927612)","(615.0, 2537.4677228927612)","(751.0, 2537.4677228927612)","(816.0, 2537.4677228927612)"
37.85795021057129,"(282.0, 2537.516799211502)","(557.0, 2537.516799211502)","(718.0, 2537.516799211502)","(772.0, 2537.516799211502)"
37.903964042663574,"(298.0, 2537.5617864131927)","(577.0, 2537.5617864131927)","(690.0, 2537.560802221298)","(735.0, 2537.560802221298)"
37.928526878356934,"(372.0, 2537.5883588790894)","(659.0, 2537.5883588790894)","(739.0, 2537.5883588790894)","(794.0, 2537.5883588790894)"
37.98236441612244,"(331.0, 2537.6411941051483)","(611.0, 2537.6411941051483)","(770.0, 2537.6411941051483)","(756.0, 2537.642191171646)"
38.01836395263672,"(356.0, 2537.6761972904205)","(648.0, 2537.6761972904205)","(728.0, 2537.6781799793243)","(792.0, 2537.6781799793243)"
38.0489022731781,"(288.0, 2537.7087366580963)","(560.0, 2537.7087366580963)","(705.0, 2537.7087366580963)","(758.0, 2537.7087366580963)"
38.07790398597717,"(361.0, 2537.737741470337)","(648.0, 2537.737741470337)","(728.0, 2537.737741470337)","(772.0, 2537.737741470337)"
38.10390663146973,"(294.0, 2537.7637412548065)","(585.0, 2537.7637412548065)","(694.0, 2537.7627396583557)","(754.0, 2537.7637412548065)"
38.152037143707275,"(321.0, 2537.811875104904)","(600.0, 2537.811875104904)","(754.0, 2537.811875104904)","(818.0, 2537.811875104904)"
38.18804955482483,"(300.0, 2537.8478829860687)","(589.0, 2537.8478829860687)","(750.0, 2537.8478829860687)","(816.0, 2537.8478829860687)"
38.22960090637207,"(345.0, 2537.8894329071045)","(622.0, 2537.8894329071045)","(793.0, 2537.8894329071045)","(774.0, 2537.8894329071045)"
38.27460217475891,"(354.0, 2537.9334177970886)","(636.0, 2537.9344341754913)","(803.0, 2537.9344341754913)","(790.0, 2537.9344341754913)"
38.30058526992798,"(293.0, 2537.959415912628)","(582.0, 2537.959415912628)","(740.0, 2537.959415912628)","(798.0, 2537.959415912628)"
38.32516956329346,"(324.0, 2537.983438014984)","(601.0, 2537.983438014984)","(750.0, 2537.984967470169)","(810.0, 2537.984967470169)"
38.358174085617065,"(274.0, 2538.0160040855408)","(552.0, 2538.0160040855408)","(700.0, 2538.016986131668)","(761.0, 2538.016986131668)"
38.387171030044556,"(320.0, 2538.047011613846)","(601.0, 2538.047011613846)","(760.0, 2538.047011613846)","(805.0, 2538.047011613846)"
38.4302294254303,"(354.0, 2538.0900642871857)","(633.0, 2538.0900642871857)","(791.0, 2538.0900642871857)","(790.0, 2538.091066837311)"
38.47422933578491,"(349.0, 2538.1330609321594)","(636.0, 2538.1330609321594)","(799.0, 2538.1340610980988)","(790.0, 2538.1340610980988)"
38.520232915878296,"(368.0, 2538.1790487766266)","(650.0, 2538.1800520420074)","(731.0, 2538.1800520420074)","(795.0, 2538.1800520420074)"
38.55776286125183,"(288.0, 2538.2125935554504)","(564.0, 2538.2125935554504)","(713.0, 2538.215587377548)","(769.0, 2538.215587377548)"
38.5877468585968,"(282.0, 2538.2476046085358)","(560.0, 2538.2476046085358)","(707.0, 2538.2476046085358)","(767.0, 2538.2476046085358)"
