t
1.202312707901001,
1.2074315547943115,
1.2120540142059326,
1.2177627086639404,
1.2224316596984863,
1.227107048034668,
1.2325615882873535,
1.237180233001709,
1.242340087890625,
1.2477836608886719,
1.2524468898773193,
1.2595775127410889,
1.2629284858703613,
1.2672088146209717,
1.272782564163208,
1.277115821838379,
1.2826011180877686,
1.2870292663574219,
1.2923619747161865,
1.297908067703247,
1.3021395206451416,
1.3070411682128906,
1.3128271102905273,
1.3173880577087402,
1.3222131729125977,
1.3275721073150635,
1.3319835662841797,
1.3368747234344482,
1.342322587966919,
1.3473401069641113,
1.3528144359588623,
1.3571460247039795,
1.3627846240997314,
1.3673574924468994,
1.3722612857818604,
1.3776850700378418,
1.3823678493499756,
1.3878560066223145,
1.3919296264648438,
1.397197961807251,
1.402789831161499,
1.407174825668335,
1.4124729633331299,
1.4171802997589111,
1.422605037689209,
1.4278268814086914,
1.4326469898223877,
1.437303066253662,
1.4425005912780762,
1.4479191303253174,
1.4525952339172363,
1.4570410251617432,
1.4620177745819092,
1.4671990871429443,
1.4726142883300781,
1.4769034385681152,
1.4822742938995361,
1.487823247909546,
1.4919302463531494,
1.497751235961914,
1.5022797584533691,
1.5082356929779053,
1.5123317241668701,
1.517134189605713,
1.5225183963775635,
1.5269429683685303,
1.5328648090362549,
1.5376920700073242,
1.5420646667480469,
1.547544240951538,
1.5523321628570557,
1.5576601028442383,
1.5623445510864258,
1.5676732063293457,
1.5720171928405762,
1.5772418975830078,
1.5826961994171143,
1.5877766609191895,
1.5923652648925781,
1.5977997779846191,
1.6023716926574707,
1.6073544025421143,
1.6126365661621094,
1.6171858310699463,
1.6225531101226807,
1.6271469593048096,
1.6325101852416992,
1.6374223232269287,
1.6420338153839111,
1.6476433277130127,
1.652311086654663,
1.6571881771087646,
1.6623427867889404,
1.6672356128692627,
1.672694444656372,
1.6769225597381592,
1.6827795505523682,
1.6874890327453613,
1.6927134990692139,
1.6970148086547852,
1.7028768062591553,
1.7072193622589111,
1.7122421264648438,
1.7172894477844238,
1.7227025032043457,
1.7269303798675537,
1.7323007583618164,
1.7371180057525635,
1.7427222728729248,
1.747490406036377,
1.7522940635681152,
1.757812261581421,
1.7621345520019531,
1.7671360969543457,
1.7725884914398193,
1.777153491973877,
1.782538890838623,
1.7876520156860352,
1.7919650077819824,
1.7971127033233643,
1.8022308349609375,
1.8077566623687744,
1.8122694492340088,
1.8171331882476807,
1.8225128650665283,
1.8277530670166016,
1.8321332931518555,
1.8371286392211914,
1.842871904373169,
1.8474524021148682,
1.8519234657287598,
1.8573691844940186,
1.8631365299224854,
1.8677787780761719,
1.8721587657928467,
1.8774328231811523,
1.882810115814209,
1.8873515129089355,
1.89255690574646,
1.8970754146575928,
1.9019241333007812,
1.9073271751403809,
1.9125797748565674,
1.9169678688049316,
1.9224474430084229,
1.9269437789916992,
1.9323182106018066,
1.937687635421753,
1.942060947418213,
1.9478118419647217,
1.9520821571350098,
1.9578278064727783,
1.962240219116211,
1.9672789573669434,
1.972846508026123,
1.9770073890686035,
1.9824180603027344,
1.987112283706665,
1.9924776554107666,
1.9979746341705322,
2.0024068355560303,
2.0079047679901123,
2.0123465061187744,
2.0173678398132324,
2.0220513343811035,
2.0272347927093506,
2.032520055770874,
2.0372233390808105,
2.042473077774048,
2.0478992462158203,
2.052419424057007,
2.057774066925049,
2.0622498989105225,
2.0673861503601074,
2.072786569595337,
2.0778331756591797,
2.082312822341919,
2.08748197555542,
2.092900514602661,
2.097489833831787,
2.102891206741333,
2.1073853969573975,
2.1126503944396973,
2.1171536445617676,
2.1226651668548584,
2.127922773361206,
2.1322598457336426,
2.1376912593841553,
2.142336368560791,
2.1479432582855225,
2.1521432399749756,
2.157623767852783,
2.162813901901245,
2.1671247482299805,
2.172835111618042,
2.1770544052124023,
2.182431936264038,
2.187729597091675,
2.192376136779785,
2.197795867919922,
2.2026419639587402,
2.2078659534454346,
2.2121896743774414,
2.2173898220062256,
2.2228643894195557,
2.2272355556488037,
2.2329015731811523,
2.2369322776794434,
2.2422497272491455,
2.2476108074188232,
2.2525014877319336,
2.2573463916778564,
2.263333797454834,
2.2675490379333496,
2.2721145153045654,
2.277660846710205,
2.2820303440093994,
2.287555456161499,
2.2921929359436035,
2.2975831031799316,
2.3020617961883545,
2.3075225353240967,
2.3127851486206055,
2.3170371055603027,
2.3225276470184326,
2.3269248008728027,
2.33231782913208,
2.3371291160583496,
2.342546224594116,
2.3482375144958496,
2.352581262588501,
2.357542037963867,
2.36208438873291,
2.368204116821289,
2.3992748260498047,
2.4046030044555664,
2.41084623336792,
2.4142563343048096,
2.4198801517486572,
2.424379348754883,
2.429671287536621,
2.4343700408935547,
2.4397025108337402,
2.445124864578247,
2.449558973312378,
2.4548733234405518,
2.4593722820281982,
2.464867115020752,
2.470280647277832,
2.4752888679504395,
2.4796931743621826,
2.485090732574463,
2.489971160888672,
2.4946930408477783,
2.500093936920166,
2.505080223083496,
2.5094988346099854,
2.514857053756714,
2.519861936569214,
2.5252509117126465,
2.5298357009887695,
2.5344936847686768,
2.53997540473938,
2.545246124267578,
2.549575090408325,
2.555117607116699,
2.5593974590301514,
2.565133571624756,
2.5693345069885254,
2.574612617492676,
2.579953193664551,
2.585261106491089,
2.589672327041626,
2.5951128005981445,
2.599914073944092,
2.6044585704803467,
2.610131025314331,
2.6145217418670654,
2.6200778484344482,
2.6245510578155518,
2.6302146911621094,
2.6352720260620117,
2.6402900218963623,
2.64517879486084,
2.6494898796081543,
2.6545217037200928,
2.6598269939422607,
2.6644740104675293,
2.669843912124634,
2.6747443675994873,
2.6793816089630127,
2.685230255126953,
2.6896729469299316,
2.6951236724853516,
2.6999359130859375,
2.7044363021850586,
2.709934949874878,
2.7146432399749756,
2.7194151878356934,
2.724686861038208,
2.729412317276001,
2.7344977855682373,
2.7399516105651855,
2.745217800140381,
2.7500274181365967,
2.754662275314331,
2.759941816329956,
2.7644126415252686,
2.769523859024048,
2.7753047943115234,
2.7799220085144043,
2.7850279808044434,
2.7900824546813965,
2.794764995574951,
2.800178050994873,
2.804919719696045,
2.8094820976257324,
2.8148300647735596,
2.8202874660491943,
2.8252668380737305,
2.8298981189727783,
2.835080623626709,
2.8398120403289795,
2.844964027404785,
2.8503334522247314,
2.854766845703125,
2.859907865524292,
2.8651974201202393,
2.8699653148651123,
2.8749260902404785,
2.880382537841797,
2.8851046562194824,
2.889467477798462,
2.894615650177002,
2.8999526500701904,
2.904672384262085,
2.909858226776123,
2.9143593311309814,
2.920320987701416,
2.924774169921875,
2.9299826622009277,
2.9346423149108887,
2.9400854110717773,
2.945392608642578,
2.9496653079986572,
2.9551398754119873,
2.9594435691833496,
2.964827060699463,
2.96940541267395,
2.975210428237915,
2.9797163009643555,
2.985028028488159,
2.9899044036865234,
2.994472026824951,
2.999847412109375,
3.004586696624756,
3.010098457336426,
3.0150628089904785,
3.019425392150879,
3.0245203971862793,
3.029665470123291,
3.0350561141967773,
3.0395753383636475,
3.044374942779541,
3.0502772331237793,
3.0549705028533936,
3.0593578815460205,
3.064923048019409,
3.0693459510803223,
3.0748541355133057,
3.0796499252319336,
3.084657907485962,
3.090146780014038,
3.09442400932312,
3.0998120307922363,
3.1049253940582275,
3.1102585792541504,
3.1148369312286377,
3.120328187942505,
3.1247599124908447,
3.1300861835479736,
3.1344783306121826,
3.1402409076690674,
3.1453027725219727,
3.1496076583862305,
3.154381275177002,
3.159677267074585,
3.165069580078125,
3.17026686668396,
3.17529034614563,
3.1799418926239014,
3.184730291366577,
3.1901652812957764,
3.1950039863586426,
3.200336217880249,
3.205051898956299,
3.2096316814422607,
3.214601755142212,
3.2193281650543213,
3.2247581481933594,
3.2300968170166016,
3.2347168922424316,
3.2401716709136963,
3.2444615364074707,
3.2498068809509277,
3.2554609775543213,
3.2596564292907715,
3.2649142742156982,
3.2704598903656006,
3.274770975112915,
3.280378580093384,
3.285033702850342,
3.2895965576171875,
3.2946865558624268,
3.3002989292144775,
3.304577589035034,
3.309861421585083,
3.3151779174804688,
3.3194522857666016,
3.3249335289001465,
3.329446315765381,
3.3348705768585205,
3.3395333290100098,
3.3445985317230225,
3.349915027618408,
3.355189323425293,
3.3595056533813477,
3.36479115486145,
3.3703293800354004,
3.3747973442077637,
3.379375696182251,
3.384988307952881,
3.389613389968872,
3.3951728343963623,
3.6378231048583984,
3.6446754932403564,
3.648547887802124,
3.6537997722625732,
3.6579275131225586,
3.663008689880371,
3.66874361038208,
3.6738030910491943,
3.790642261505127,
3.797574043273926,
3.803847074508667,
3.808311700820923,
3.8115463256835938,
3.8166391849517822,
3.8210408687591553,
3.8264451026916504,
3.8308615684509277,
3.8366925716400146,
3.841205358505249,
3.8469841480255127,
3.850742816925049,
3.8566274642944336,
3.8610897064208984,
3.866358518600464,
3.8709421157836914,
3.8763785362243652,
3.8816423416137695,
3.8861095905303955,
3.8915536403656006,
3.896247148513794,
3.9011261463165283,
3.905703067779541,
3.910764217376709,
3.9161911010742188,
3.921112537384033,
3.926340341567993,
3.931666374206543,
3.9360506534576416,
3.941521644592285,
3.9463820457458496,
3.9513192176818848,
3.955847978591919,
3.9611072540283203,
3.9663360118865967,
3.9708306789398193,
3.976426601409912,
3.980760097503662,
3.985968589782715,
3.991453170776367,
3.9958364963531494,
4.001165151596069,
4.006062269210815,
4.0113365650177,
4.016737222671509,
4.021382808685303,
4.026628732681274,
4.030854940414429,
4.036231279373169,
4.041699171066284,
4.046034097671509,
4.050765752792358,
4.056362628936768,
4.0614914894104,
4.0658488273620605,
4.070767641067505,
4.076115369796753,
4.081368446350098,
4.086029052734375,
4.09152626991272,
4.0961456298828125,
4.101457357406616,
4.1059253215789795,
4.111373424530029,
4.116098642349243,
4.120784282684326,
4.1261982917785645,
4.130772113800049,
4.135931491851807,
4.141452312469482,
4.145748615264893,
4.15098762512207,
4.155799150466919,
4.160950660705566,
4.166563034057617,
4.196309328079224,
4.202390670776367,
4.208524227142334,
4.212583065032959,
4.217220067977905,
4.221586465835571,
4.226538181304932,
4.231919288635254,
4.236815452575684,
4.242184162139893,
4.2467710971832275,
4.251494407653809,
4.256322383880615,
4.261796712875366,
4.266634464263916,
4.272014617919922,
4.276999473571777,
4.281729221343994,
4.286755323410034,
4.291613340377808,
4.297074556350708,
4.301488876342773,
4.307022571563721,
4.311535596847534,
4.31694221496582,
4.321488380432129,
4.326655626296997,
4.331934690475464,
4.336450576782227,
4.342001676559448,
4.34640908241272,
4.351547479629517,
4.357160568237305,
4.361868381500244,
4.3664116859436035,
4.372117042541504,
4.377228021621704,
4.381485223770142,
4.387289524078369,
4.39153790473938,
4.397171497344971,
4.401737928390503,
4.407241106033325,
4.4114460945129395,
4.41677713394165,
4.422331809997559,
4.426459312438965,
4.431439638137817,
4.436441421508789,
4.44179105758667,
4.44720458984375,
4.451929569244385,
4.4573655128479,
4.461910009384155,
4.466626167297363,
4.472210168838501,
4.4764344692230225,
4.481796026229858,
4.487006902694702,
4.492100954055786,
4.496664524078369,
4.501410245895386,
4.506741762161255,
4.511561393737793,
4.516903638839722,
4.521823883056641,
4.526452302932739,
4.531956195831299,
4.536810874938965,
4.542086124420166,
4.5468385219573975,
4.55145525932312,
4.557080030441284,
4.561494827270508,
4.567023038864136,
4.571871995925903,
4.576863527297974,
4.582085847854614,
4.586779832839966,
4.592045307159424,
4.597323656082153,
4.602255821228027,
4.606615304946899,
4.611782789230347,
4.616565942764282,
4.622312307357788,
4.626619338989258,
4.632364988327026,
4.636929512023926,
4.6416754722595215,
4.647217750549316,
4.65168023109436,
4.656519651412964,
4.6617982387542725,
4.667141914367676,
4.672382593154907,
4.67707085609436,
4.6815245151519775,
4.6873438358306885,
4.691643953323364,
4.697059154510498,
4.702377080917358,
4.707184076309204,
4.711509704589844,
4.716849088668823,
4.721428155899048,
4.726779222488403,
4.7320544719696045,
4.736336946487427,
4.741921663284302,
4.747277498245239,
4.751548767089844,
4.757065057754517,
4.762285947799683,
4.767078876495361,
4.771534442901611,
4.776782989501953,
4.781681299209595,
4.786554574966431,
4.791935205459595,
4.796567678451538,
4.801718235015869,
4.807204961776733,
4.811663627624512,
4.817052841186523,
4.821821689605713,
4.826395034790039,
4.832282781600952,
4.836698055267334,
4.842323303222656,
4.8467442989349365,
4.851398229598999,
4.857336759567261,
4.861713647842407,
4.8670477867126465,
4.871573448181152,
4.876678705215454,
4.88212513923645,
4.8869788646698,
4.8915088176727295,
4.897207736968994,
4.9015607833862305,
4.9070188999176025,
4.912347078323364,
4.916715621948242,
4.9213855266571045,
4.927246332168579,
4.932217597961426,
4.937292575836182,
4.941683530807495,
4.946696996688843,
4.9523539543151855,
4.9566943645477295,
4.961916208267212,
4.966999530792236,
4.971489429473877,
4.976849317550659,
4.9819111824035645,
4.987192153930664,
4.991769075393677,
4.99653697013855,
5.002354860305786,
5.007007837295532,
5.011533975601196,
5.016930341720581,
5.021381378173828,
5.026512861251831,
5.03187894821167,
5.0366363525390625,
5.042280435562134,
5.04668927192688,
5.0515360832214355,
5.057013750076294,
5.061447381973267,
5.066809177398682,
5.07154655456543,
5.076704978942871,
5.0822913646698,
5.0870184898376465,
5.091748952865601,
5.096381664276123,
5.101684331893921,
5.107490062713623,
5.112236022949219,
5.116634130477905,
5.122300624847412,
5.126637935638428,
5.132184267044067,
5.137317419052124,
5.1415886878967285,
5.147246837615967,
5.151626825332642,
5.157102584838867,
5.16179084777832,
5.1670920848846436,
5.17160439491272,
5.17700457572937,
5.18233585357666,
5.186630487442017,
5.191661357879639,
5.197307825088501,
5.202309846878052,
5.206389665603638,
5.211689233779907,
5.216960191726685,
5.221452713012695,
5.226641654968262,
5.232107639312744,
5.236550569534302,
5.241926193237305,
5.24718713760376,
5.251614332199097,
5.256405353546143,
5.26170539855957,
5.267076730728149,
5.271652698516846,
5.276933670043945,
5.28220796585083,
5.286308526992798,
5.29234766960144,
5.297157049179077,
5.301634788513184,
5.306877851486206,
5.311508655548096,
5.316590070724487,
5.321717023849487,
5.3271167278289795,
5.331955671310425,
5.336742162704468,
5.3420469760894775,
5.34717583656311,
5.352057456970215,
5.356375455856323,
5.3617613315582275,
5.367169380187988,
5.3720383644104,
5.37641978263855,
5.3815999031066895,
5.38653826713562,
5.391754150390625,
5.39710259437561,
5.401780128479004,
5.406700134277344,
5.4119298458099365,
5.417332410812378,
5.421811580657959,
5.427161455154419,
5.4322509765625,
5.436504602432251,
5.44183087348938,
5.4471116065979,
5.45167875289917,
5.457077741622925,
5.462315559387207,
5.466970443725586,
5.471495628356934,
5.476873397827148,
5.482319355010986,
5.4873433113098145,
5.491791486740112,
5.49752950668335,
5.5020527839660645,
5.506803274154663,
5.51230263710022,
5.516735315322876,
5.522190570831299,
5.52653431892395,
5.532516002655029,
5.537349462509155,
5.541562557220459,
5.546807050704956,
5.551499366760254,
5.557157039642334,
5.561419486999512,
5.566924571990967,
5.571572780609131,
5.576608180999756,
5.582203388214111,
5.586796998977661,
5.59237813949585,
5.597214221954346,
5.6018712520599365,
5.60672926902771,
5.611676454544067,
5.617316961288452,
5.622166156768799,
5.626863241195679,
5.631445407867432,
5.636541366577148,
5.6419148445129395,
5.6472532749176025,
5.651947021484375,
5.657206058502197,
5.6855292320251465,
5.690858602523804,
5.696065425872803,
5.70121169090271,
5.705875873565674,
5.710972785949707,
5.716509580612183,
5.721137523651123,
5.725805044174194,
5.731215715408325,
5.736443042755127,
5.74057936668396,
5.745957374572754,
5.7514097690582275,
5.755949258804321,
5.761307239532471,
5.765689849853516,
5.771568059921265,
5.776157379150391,
5.7815282344818115,
5.785867929458618,
5.791366100311279,
5.795717239379883,
5.800779819488525,
5.805994272232056,
5.810927629470825,
5.816262483596802,
5.821606636047363,
5.82609486579895,
5.831502199172974,
5.8357415199279785,
5.840972185134888,
5.8460774421691895,
5.850610017776489,
5.8558714389801025,
5.8611931800842285,
5.8660993576049805,
5.870723724365234,
5.875683307647705,
5.881016254425049,
5.885704755783081,
5.891550302505493,
5.8955700397491455,
5.900963306427002,
5.9059062004089355,
5.911289930343628,
5.915714740753174,
5.9211835861206055,
5.9260618686676025,
5.93077826499939,
5.936054468154907,
5.9413206577301025,
5.945748329162598,
5.9512879848480225,
5.9562437534332275,
5.961580514907837,
5.9660117626190186,
5.971366882324219,
5.97594141960144,
5.981828451156616,
5.985776662826538,
5.9913170337677,
5.995698690414429,
6.00140118598938,
6.006527662277222,
6.010870933532715,
6.015700340270996,
6.021236896514893,
6.025646686553955,
6.031141757965088,
6.03572416305542,
6.041158676147461,
6.045837640762329,
6.051583766937256,
6.056228876113892,
6.061561346054077,
6.066276788711548,
6.071263790130615,
6.0760273933410645,
6.08147120475769,
6.086266756057739,
6.090786933898926,
6.096214532852173,
6.100680351257324,
6.105826139450073,
6.111234664916992,
6.115791082382202,
6.1211442947387695,
6.1265764236450195,
6.130920171737671,
6.13644552230835,
6.140938997268677,
6.146296262741089,
6.151074171066284,
6.155924558639526,
6.161270618438721,
6.16572904586792,
6.171132326126099,
6.176578760147095,
6.181166172027588,
6.185899972915649,
6.191325902938843,
6.195737600326538,
6.201212644577026,
6.206270694732666,
6.211122035980225,
6.216370582580566,
6.221495628356934,
6.226062059402466,
6.231927156448364,
6.235700845718384,
6.241481304168701,
6.245842695236206,
6.251316070556641,
6.256489992141724,
6.261077642440796,
6.265591144561768,
6.2712531089782715,
6.275734901428223,
6.281472206115723,
6.286264181137085,
6.291600942611694,
6.2959206104278564,
6.301116466522217,
6.305923700332642,
6.311459064483643,
6.315933704376221,
6.321215391159058,
6.325735330581665,
6.3312602043151855,
6.336623191833496,
6.341298818588257,
6.346666097640991,
6.350586652755737,
6.3557562828063965,
6.361518859863281,
6.36602520942688,
6.371204376220703,
6.375720024108887,
6.3813817501068115,
6.385672330856323,
6.391540765762329,
6.395812749862671,
6.401094198226929,
6.4061219692230225,
6.4108192920684814,
6.41659951210022,
6.421277284622192,
6.4257307052612305,
6.431534051895142,
6.4362711906433105,
6.441048622131348,
6.446950435638428,
6.450695514678955,
6.456488370895386,
6.461365699768066,
6.4662885665893555,
6.471334218978882,
6.475799560546875,
6.481153726577759,
6.486340284347534,
6.490921258926392,
6.496246576309204,
6.500592231750488,
6.506573438644409,
6.511092185974121,
6.516496896743774,
6.5212483406066895,
6.525686740875244,
6.531354188919067,
6.535838842391968,
6.5414228439331055,
6.545701742172241,
6.5509326457977295,
6.555778741836548,
6.5605244636535645,
6.566084623336792,
6.571168661117554,
6.575629949569702,
6.581171274185181,
6.586468696594238,
6.591208457946777,
6.596523761749268,
6.600951910018921,
6.605815172195435,
6.611368656158447,
6.615720748901367,
6.621168613433838,
6.625716686248779,
6.6315016746521,
6.636267900466919,
6.640917539596558,
6.646208047866821,
6.651582479476929,
6.656041145324707,
6.661466598510742,
6.666372776031494,
6.671247959136963,
6.675739765167236,
6.681420803070068,
6.686586141586304,
6.691089153289795,
6.696246862411499,
6.700634956359863,
6.705751657485962,
6.71123743057251,
6.7158522605896,
6.72118353843689,
6.72570013999939,
6.731111288070679,
6.73576021194458,
6.741236209869385,
6.745965480804443,
6.751401901245117,
6.756157875061035,
6.761548757553101,
6.766111612319946,
6.771166086196899,
6.775873899459839,
6.781264066696167,
6.786640405654907,
6.791137456893921,
6.796772241592407,
6.801538944244385,
6.806425333023071,
6.810818195343018,
6.816193580627441,
6.821094274520874,
6.825932502746582,
6.831301212310791,
6.836011171340942,
6.840644121170044,
6.846240520477295,
6.850698471069336,
6.855715990066528,
6.861060619354248,
6.866467714309692,
6.871204853057861,
6.875926494598389,
6.8813722133636475,
6.886634111404419,
6.891277313232422,
6.895644187927246,
6.90116024017334,
6.9060516357421875,
6.911439657211304,
6.9157679080963135,
6.921154975891113,
6.9260008335113525,
6.930685043334961,
6.936009883880615,
6.941299200057983,
6.94585394859314,
6.95103907585144,
6.956257581710815,
6.960921049118042,
6.966561317443848,
6.9713616371154785,
6.976105690002441,
6.980762243270874,
6.986313343048096,
6.991090774536133,
6.9956488609313965,
7.000849485397339,
7.006094217300415,
7.010638236999512,
7.016300201416016,
7.021297931671143,
7.026048898696899,
7.031556606292725,
7.036349773406982,
7.041326522827148,
7.045856475830078,
7.051490068435669,
7.055984735488892,
7.060682773590088,
7.066002607345581,
7.071799039840698,
7.07562780380249,
7.081527233123779,
7.086289882659912,
7.091288089752197,
7.095840215682983,
7.101180553436279,
7.106557607650757,
7.1112260818481445,
7.116610050201416,
7.1209716796875,
7.12575364112854,
7.131373167037964,
7.135859727859497,
7.141171455383301,
7.145667552947998,
7.150969505310059,
7.156440019607544,
7.1610026359558105,
7.1663501262664795,
7.170870304107666,
7.17603611946106,
7.181616306304932,
7.186044692993164,
7.191309213638306,
7.195879936218262,
7.2013654708862305,
7.2060370445251465,
7.210699558258057,
7.216069221496582,
7.221053600311279,
7.226403474807739,
7.2310919761657715,
7.236703157424927,
7.241588830947876,
7.246123552322388,
7.251335382461548,
7.256649494171143,
7.260547637939453,
7.265913248062134,
7.271097183227539,
7.276020526885986,
7.281484842300415,
7.286146640777588,
7.293220520019531,
7.296497583389282,
7.300666570663452,
7.306100368499756,
7.310773611068726,
7.316060543060303,
7.321202278137207,
7.326079845428467,
7.331524610519409,
7.335913896560669,
7.341306209564209,
7.345839977264404,
7.351144075393677,
7.356585264205933,
7.361134767532349,
7.366465330123901,
7.370913982391357,
7.375704288482666,
7.381217956542969,
7.385598182678223,
7.391353130340576,
7.3958892822265625,
7.40111231803894,
7.406469106674194,
7.411014080047607,
7.416501522064209,
7.421087265014648,
7.42623233795166,
7.4306957721710205,
7.435926198959351,
7.441231727600098,
7.446096658706665,
7.4515700340271,
7.456111907958984,
7.461560487747192,
7.465846538543701,
7.4716150760650635,
7.476325988769531,
7.4807775020599365,
7.485985040664673,
7.491274356842041,
7.4958274364471436,
7.501523494720459,
7.505593776702881,
7.511513948440552,
7.515984773635864,
7.521790981292725,
7.526299238204956,
7.5306432247161865,
7.536304235458374,
7.541301727294922,
7.54586935043335,
7.551164150238037,
7.556509971618652,
7.561164140701294,
7.566503047943115,
7.571064472198486,
7.576102256774902,
7.581399917602539,
7.586645603179932,
7.5909833908081055,
7.596291780471802,
7.601639986038208,
7.606218338012695,
7.6113128662109375,
7.616412401199341,
7.62080454826355,
7.626115798950195,
7.630803823471069,
7.642863988876343,
7.647984504699707,
7.653205156326294,
7.6587440967559814,
7.6633219718933105,
7.668638706207275,
7.672983169555664,
7.678479194641113,
7.683780908584595,
7.688227415084839,
7.693828105926514,
7.698436498641968,
7.703108787536621,
7.708815336227417,
7.713468313217163,
7.718760013580322,
7.72333288192749,
7.728722333908081,
7.7330663204193115,
7.738397121429443,
7.743626594543457,
7.74799370765686,
7.753270387649536,
7.758918285369873,
7.763490200042725,
7.768919944763184,
7.7734434604644775,
7.777949094772339,
7.783586740493774,
7.788877248764038,
7.793810606002808,
7.798265695571899,
7.80394721031189,
7.808856248855591,
7.813653469085693,
7.818006753921509,
7.823159456253052,
7.828757286071777,
7.833207845687866,
7.838754415512085,
7.843900680541992,
7.84837794303894,
7.85382342338562,
7.858378887176514,
7.863645076751709,
7.867993116378784,
7.873652696609497,
7.8783228397369385,
7.883606672286987,
7.888355255126953,
7.893073797225952,
7.898611545562744,
7.903388023376465,
7.9080750942230225,
7.9136083126068115,
7.918889999389648,
7.922910928726196,
7.9280853271484375,
7.933131694793701,
7.938528776168823,
7.94358229637146,
7.948263883590698,
7.953640460968018,
7.95881724357605,
7.963536977767944,
7.968001842498779,
7.973263263702393,
7.978461265563965,
7.982987403869629,
7.988206624984741,
7.993589162826538,
7.998157501220703,
8.003493547439575,
8.008235454559326,
8.013561010360718,
8.018607378005981,
8.023189544677734,
8.028531551361084,
8.033050298690796,
8.038428783416748,
8.043743371963501,
8.048301696777344,
8.05387806892395,
8.058383464813232,
8.06348991394043,
8.067987203598022,
8.073795080184937,
8.078665256500244,
8.083463668823242,
8.088646411895752,
8.093807458877563,
8.098460674285889,
8.103795051574707,
8.108182907104492,
8.113529682159424,
8.118212938308716,
8.123782396316528,
8.128710269927979,
8.133277654647827,
8.138535261154175,
8.143603086471558,
8.148209810256958,
8.153611898422241,
8.158841371536255,
8.163411378860474,
8.168911457061768,
8.173280000686646,
